time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-09T03:04:03.321Z,51.172,-174.033,47.8,2.8,ml,,,,0.55,ak,ak021edp0t9b,2021-11-09T07:25:01.405Z,"114 km S of Atka, Alaska",earthquake,,19.3,,,reviewed,ak,ak
2021-11-09T04:17:23.277Z,25.4273,94.8924,66.89,4.3,mb,,117,1.308,0.58,us,us7000fsk5,2021-11-09T05:00:31.040Z,"47 km SE of Phek, India",earthquake,9.5,10,0.177,9,reviewed,us,us
2021-11-09T05:57:44.679Z,56.1554,-161.3658,199.07,3.3,ml,,108,0.857,0.72,us,us7000fskq,2021-11-09T07:07:19.040Z,"19 km NNW of Nelson Lagoon, Alaska",earthquake,7.7,9.1,0.05,52,reviewed,us,us
2021-11-09T06:24:23.814Z,11.1869,-86.4882,35,5.7,mb,,154,0.947,1.61,us,us7000fsku,2021-11-10T06:27:56.901Z,"66 km WSW of Tola, Nicaragua",earthquake,3.6,2,0.025,587,reviewed,us,us
2021-11-09T06:25:17.066Z,11.2315,-86.5185,35,6.2,mww,,89,0.949,1.38,us,us7000fskw,2021-11-10T06:28:50.606Z,"61 km S of Masachapa, Nicaragua",earthquake,6.6,1.9,0.093,11,reviewed,us,us
2021-11-09T06:39:56.340Z,19.2158333333333,-155.420666666667,33.77,3.04,ml,56,139,,0.12,hv,hv72788582,2021-11-09T23:18:23.229Z,"6 km ENE of P?hala, Hawaii",earthquake,0.42,0.5,0.153312813321554,38,reviewed,hv,hv
2021-11-09T06:46:06.263Z,61.3873,-149.9846,16,2.8,ml,,,,0.8,ak,ak021edr23oq,2021-11-09T21:29:54.183Z,"3 km N of Point MacKenzie, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-09T07:03:44.999Z,-49.5879,125.8531,10,4.6,mb,,128,15.904,0.58,us,us7000fslf,2021-11-09T07:19:37.040Z,"western Indian-Antarctic Ridge",earthquake,12.1,1.9,0.116,25,reviewed,us,us
2021-11-09T08:43:36.632Z,55.1722,-154.9997,19.2,2.8,ml,,,,1.32,ak,ak021eds8j9x,2021-11-09T18:13:45.042Z,"204 km SSW of Akhiok, Alaska",earthquake,,99.2,,,reviewed,ak,ak
2021-11-09T08:53:14.503Z,60.4754,-144.0003,0,2.5,ml,,,,0.69,ak,ak021edsahg6,2021-11-09T18:18:25.787Z,"96 km E of Cordova, Alaska",earthquake,,0,,,reviewed,ak,ak
2021-11-09T09:38:07.137Z,31.1500458,-103.2925777,3.715014648,2.5,ml,23,61,0.04201006951,0.2,tx,tx2021vyua,2021-11-09T16:42:38.119Z,"24 km WSW of Coyanosa, Texas",earthquake,1.014227757,1.055947736,0.2,10,reviewed,tx,tx
2021-11-09T10:07:38.593Z,55.8979,-157.2061,7.5,2.7,ml,,,,0.45,ak,ak021edt7jlv,2021-11-09T11:21:49.028Z,"86 km ESE of Chignik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-11-09T10:31:37.819Z,59.5614,-153.0513,108.3,2.7,ml,,,,1.24,ak,ak021edtcoqc,2021-11-09T10:37:14.072Z,"64 km ESE of Pedro Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-09T10:57:27.929Z,31.9988,78.5637,10,4.5,mb,,87,4.752,0.46,us,us7000fsnw,2021-11-09T11:55:52.064Z,"90 km NE of Sar?han, India",earthquake,3.7,1.9,0.067,66,reviewed,us,us
2021-11-09T11:13:02.393Z,11.0647,-86.4981,35,4.8,mb,,157,0.965,0.62,us,us7000fsp1,2021-11-10T01:32:36.769Z,"near the coast of Nicaragua",earthquake,5.1,2,0.028,386,reviewed,us,us
2021-11-09T12:18:32.350Z,35.8378333,-117.666,5.04,2.76,ml,36,34,0.05987,0.13,ci,ci39852735,2021-11-09T22:06:35.481Z,"24km N of Ridgecrest, CA",earthquake,0.13,0.33,0.122,92,reviewed,ci,ci
2021-11-09T12:19:05.933Z,38.667,-97.4726,3.27,3,mb_lg,,99,0.732,0.27,us,us7000fspc,2021-11-10T10:34:49.158Z,"5 km SW of Gypsum, Kansas",earthquake,1.6,5.6,0.049,109,reviewed,us,us
2021-11-09T13:07:31.433Z,39.5092,-114.9011,12.7,2.8,ml,5,150.66,0.675,0.1223,nn,nn00827753,2021-11-10T02:37:57.419Z,"15 km NW of McGill, Nevada",earthquake,,4.9,0.29,2,reviewed,nn,nn
2021-11-09T13:07:54.457Z,53.1139,-167.1071,34.2,3.9,mb,,215,0.567,0.52,us,us7000fspm,2021-11-09T14:23:45.040Z,"92 km SSW of Unalaska, Alaska",earthquake,8.4,11.8,0.107,23,reviewed,us,us
2021-11-09T13:14:48.661Z,56.2066,-156.5402,51.6,2.7,ml,,,,0.59,ak,ak021edv1d8q,2021-11-09T14:41:09.040Z,"115 km E of Chignik, Alaska",earthquake,,2.1,,,automatic,ak,ak
2021-11-09T13:16:28.190Z,31.4736667,-115.6675,11.08,2.62,ml,12,110,0.129,0.07,ci,ci39852759,2021-11-09T17:44:38.222Z,"89km ESE of Maneadero, B.C., MX",earthquake,0.42,0.61,0.128,42,reviewed,ci,ci
2021-11-09T13:36:59.140Z,31.16196437,-103.2780887,3.046606445,2.5,ml,25,60,0.02615997206,0.2,tx,tx2021vzbx,2021-11-09T16:48:11.040Z,"22 km WSW of Coyanosa, Texas",earthquake,0.8234865722,0.883414495,0.2,7,reviewed,tx,tx
2021-11-09T14:25:42.414Z,36.6288,71.1367,201.48,4.4,mb,,71,0.669,0.42,us,us7000fspx,2021-11-09T15:09:02.040Z,"35 km W of Ashk?sham, Afghanistan",earthquake,4.8,5.2,0.081,44,reviewed,us,us
2021-11-09T14:45:33.089Z,-19.6706,-69.4748,103.59,4.1,mb,,85,0.192,0.34,us,us7000fspy,2021-11-09T17:14:23.745Z,"92 km NE of Iquique, Chile",earthquake,7.6,3.4,0.197,7,reviewed,us,us
2021-11-09T15:17:15.557Z,6.8819,-73.0192,142.78,4.3,mb,,77,0.985,0.5,us,us7000fsq4,2021-11-09T15:59:30.040Z,"12 km SSE of Piedecuesta, Colombia",earthquake,8.1,7.5,0.065,70,reviewed,us,us
2021-11-09T15:37:57.111Z,5.8715,126.6292,55.95,4.3,mb,,175,1.583,0.64,us,us7000fsq6,2021-11-09T16:11:52.040Z,"73 km SE of Pondaguitan, Philippines",earthquake,10.7,10.7,0.161,12,reviewed,us,us
2021-11-09T16:15:09.550Z,35.87,-117.6983333,8.83,2.54,ml,37,37,0.08175,0.11,ci,ci39852935,2021-11-10T04:31:44.373Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.35,0.19,25,reviewed,ci,ci
2021-11-09T18:24:14.486Z,23.9958,122.3123,27.65,4.8,mb,,61,0.679,0.79,us,us7000fss1,2021-11-09T18:55:13.040Z,"72 km E of Hualien City, Taiwan",earthquake,3.5,4.6,0.061,93,reviewed,us,us
2021-11-09T19:48:30.960Z,40.3656654,-124.2371674,24.84,2.83,md,12,106,0.05659,0.06,nc,nc73650800,2021-11-12T16:31:28.040Z,"6km NE of Petrolia, CA",earthquake,0.79,1.04,0.11,12,automatic,nc,nc
2021-11-09T20:36:28.730Z,34.6301667,-116.6413333,6.76,2.57,ml,39,52,0.01953,0.12,ci,ci39853095,2021-11-12T16:54:35.040Z,"36km NE of Lucerne Valley, CA",earthquake,0.14,0.37,0.148,24,reviewed,ci,ci
2021-11-09T20:39:59.820Z,19.2553333333333,-155.392666666667,32.25,2.94,ml,53,131,,0.12,hv,hv72789347,2021-11-12T17:23:26.040Z,"10 km ENE of P?hala, Hawaii",earthquake,0.41,0.48,0.14561924081968,37,reviewed,hv,hv
2021-11-09T22:11:53.720Z,48.397,-122.2045,15.93,3,ml,48,27,0.04165,0.29,uw,uw61796116,2021-11-13T01:35:13.984Z,"2 km ESE of Big Lake, Washington",earthquake,0.36,0.64,0.176515694239338,12,reviewed,uw,uw
2021-11-09T22:36:36.094Z,5.6992,126.0902,108.59,4.6,mb,,83,1.453,0.8,us,us7000fsty,2021-11-09T23:04:24.040Z,"55 km ESE of Caburan, Philippines",earthquake,6,5.6,0.062,78,reviewed,us,us
2021-11-10T02:50:09.877Z,-7.6064,105.8246,38.41,5,mb,,59,1.815,1.43,us,us7000fsv8,2021-11-10T06:16:20.664Z,"105 km SW of Pelabuhanratu, Indonesia",earthquake,6.6,7.1,0.072,62,reviewed,us,us
2021-11-10T02:56:04.460Z,18.0261,-66.7838,14,2.81,md,22,123,0.1783,0.15,pr,pr2021314000,2021-11-10T03:13:40.836Z,"1 km NE of Guayanilla, Puerto Rico",earthquake,0.29,0.39,0.26,14,reviewed,pr,pr
2021-11-10T03:18:41.483Z,-24.1939,-67.3882,210.39,4.3,mb,,120,1.433,0.47,us,us7000fsvf,2021-11-10T03:35:28.040Z,"108 km W of San Antonio de los Cobres, Argentina",earthquake,10.2,4.1,0.217,6,reviewed,us,us
2021-11-10T03:55:02.495Z,-40.5264,-91.3543,10,4.4,mb,,184,14.329,0.83,us,us7000fsvm,2021-11-10T04:12:35.040Z,"West Chile Rise",earthquake,9.2,2,0.123,19,reviewed,us,us
2021-11-10T05:48:24.150Z,-25.5682,-69.4646,116.4,4.3,mwr,,77,1.173,0.7,us,us7000fsw7,2021-11-10T07:22:39.040Z,"104 km E of Taltal, Chile",earthquake,5.8,9,,,reviewed,us,guc
2021-11-10T06:14:32.740Z,36.7606,71.4381,169.31,4.1,mb,,91,0.78,0.51,us,us7000fswb,2021-11-10T08:01:36.040Z,"12 km NW of Ashk?sham, Afghanistan",earthquake,4.5,6,0.097,30,reviewed,us,us
2021-11-10T06:51:46.926Z,-32.8405,-71.2692,65.05,4.3,mwr,,60,0.366,0.52,us,us7000fswl,2021-11-11T05:29:25.132Z,"5 km NNW of Quillota, Chile",earthquake,3.5,3.9,0.075,17,reviewed,us,us
2021-11-10T09:03:19.190Z,18.6808,-67.4885,13,3.15,md,10,208,0.2965,0.27,pr,pr2021314001,2021-11-10T11:46:47.758Z,"45 km NW of Aguadilla, Puerto Rico",earthquake,0.87,0.93,0.06,5,reviewed,pr,pr
2021-11-10T09:59:31.144Z,-28.3459,-13.3212,10,4.9,mb,,85,14.178,0.42,us,us7000fsxv,2021-11-10T11:00:37.040Z,"southern Mid-Atlantic Ridge",earthquake,12.2,1.9,0.104,29,reviewed,us,us
2021-11-10T10:11:46.620Z,-28.2558,-13.2318,10,4.9,mb,,86,14.06,0.67,us,us7000fsxn,2021-11-10T10:29:27.040Z,"southern Mid-Atlantic Ridge",earthquake,11.6,1.9,0.099,32,reviewed,us,us
2021-11-10T10:51:04.724Z,-24.2791,-67.2654,192.72,4.6,mb,,102,1.564,0.61,us,us7000fsxu,2021-11-10T11:11:53.040Z,"96 km W of San Antonio de los Cobres, Argentina",earthquake,10.5,12,0.206,7,reviewed,us,us
2021-11-10T11:02:11.494Z,36.8373,-33.3595,10,5.1,mb,,93,21.465,0.77,us,us7000fsxw,2021-11-10T11:54:49.511Z,"Azores Islands region",earthquake,9.7,1.6,0.054,114,reviewed,us,us
2021-11-10T14:10:19.918Z,31.66249071,-104.338277,6.671435547,2.6,ml,21,60,0.1161224577,0.3,tx,tx2021wayn,2021-11-10T18:46:45.464Z,"57 km S of Whites City, New Mexico",earthquake,1.254640301,1.659059691,0.2,11,reviewed,tx,tx
2021-11-10T14:43:21.286Z,31.66871241,-104.3727799,6.157275391,3,ml,32,79,0.1091158382,0.3,tx,tx2021wazp,2021-11-10T20:33:43.052Z,"56 km S of Whites City, New Mexico",earthquake,1.108848346,1.314581561,0.2,15,reviewed,tx,tx
2021-11-10T15:09:48.331Z,2.8204,127.5286,78.85,4.7,mb,,153,2.041,0.56,us,us7000fszj,2021-11-10T22:00:00.040Z,"132 km NNW of Tobelo, Indonesia",earthquake,2.4,8.2,0.085,42,reviewed,us,us
2021-11-10T15:45:13.002Z,23.5414,126.4798,10,6.6,mww,,20,3.303,1.12,us,us7000fszl,2021-11-11T15:55:01.828Z,"184 km SE of Hirara, Japan",earthquake,2.4,1.8,0.055,32,reviewed,us,us
2021-11-10T15:45:17.000Z,23.7,126.4,10,6.6,Mi,195,25.199997984000163,0,1.38,at,at00r2d3bo,2021-11-10T16:09:25.453Z,"165 km SE of Hirara, Japan",earthquake,0,0,,11,reviewed,at,at
2021-11-10T16:01:59.484Z,-19.5844,-173.111,10,4.9,mb,,104,5.785,0.62,us,us7000fszy,2021-11-11T01:29:47.467Z,"132 km ENE of Pangai, Tonga",earthquake,11.6,1.9,0.136,19,reviewed,us,us
2021-11-10T17:46:40.309Z,-4.3528,134.1848,10,6,mww,,30,2.4,0.84,us,us7000ft0f,2021-11-11T17:53:21.351Z,"182 km SW of Nabire, Indonesia",earthquake,7.5,1.8,0.049,40,reviewed,us,us
2021-11-10T18:15:31.320Z,18.1501,-65.8843,15,3.26,md,12,131,0.2549,0.2,pr,pr2021314002,2021-11-11T01:21:53.211Z,"4 km SSW of Las Piedras, Puerto Rico",earthquake,0.58,0.68,0.19,9,reviewed,pr,pr
2021-11-10T21:19:57.408Z,-6.6634,154.9304,35,5,mb,,67,3.69,1.16,us,us7000ft2k,2021-11-10T21:49:29.040Z,"72 km WSW of Panguna, Papua New Guinea",earthquake,9.3,1.9,0.066,73,reviewed,us,us
2021-11-10T21:38:21.299Z,56.2548,-149.4015,21.27,3.8,ml,,185,2.318,0.59,us,us7000ft2p,2021-11-10T22:24:20.040Z,"231 km SE of Chiniak, Alaska",earthquake,7.6,7.5,0.043,72,reviewed,us,us
2021-11-10T23:32:26.024Z,61.2565,-150.4339,44.4,3.1,ml,,,,0.71,ak,ak021efomutn,2021-11-11T23:35:10.979Z,"26 km WSW of Point MacKenzie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-11-11T00:22:33.210Z,17.903,-66.8823,12,3.21,md,24,202,0.175,0.16,pr,pr2021315001,2021-11-11T01:00:28.040Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.65,0.44,0.15,21,reviewed,pr,pr
2021-11-11T00:26:24.580Z,17.9075,-66.8886,15,2.98,md,11,230,0.1675,0.17,pr,pr2021315000,2021-11-11T00:43:15.149Z,"7 km SSE of Guánica, Puerto Rico",earthquake,0.61,0.78,0.1,6,reviewed,pr,pr
2021-11-11T00:28:51.955Z,-2.5371,-12.2737,10,4.9,mb,,66,11.768,0.61,us,us7000ft3z,2021-11-11T01:16:49.040Z,"north of Ascension Island",earthquake,4.9,1.9,0.085,43,reviewed,us,us
2021-11-11T01:54:19.260Z,35.2065,-118.6725,6.44,2.64,ml,53,26,0.0279,0.18,ci,ci39854175,2021-11-11T15:12:08.890Z,"14km E of Arvin, CA",earthquake,0.16,0.44,0.146,107,reviewed,ci,ci
2021-11-11T02:14:26.403Z,63.4591,-151.7935,8.8,2.7,ml,,,,1.07,ak,ak021egzk8ts,2021-11-11T02:42:31.053Z,"9 km SSW of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-11T02:25:05.337Z,53.8724,160.7358,47.31,4.6,mb,,112,1.51,1.06,us,us7000ft4c,2021-11-11T02:54:45.040Z,"165 km SE of Mil’kovo, Russia",earthquake,10.2,6.6,0.078,52,reviewed,us,us
2021-11-11T03:21:29.331Z,36.4483,141.0634,43.05,4.5,mb,,135,2.306,0.91,us,us7000ft4j,2021-11-11T15:38:13.526Z,"40 km ESE of Hitachi, Japan",earthquake,8.9,4.4,0.156,12,reviewed,us,us
2021-11-11T03:39:30.484Z,14.097,-92.212,50.59,4.4,mb,,180,2.173,0.89,us,us7000ft4m,2021-11-11T05:35:01.729Z,"38 km SW of Champerico, Guatemala",earthquake,8.5,5.6,0.037,211,reviewed,us,us
2021-11-11T04:09:09.160Z,39.4166667,-123.2831667,6.2,2.82,md,53,43,0.05332,0.09,nc,nc73651400,2021-11-12T08:04:11.317Z,"6km E of Willits, CA",earthquake,0.13,0.3,0.203,57,reviewed,nc,nc
2021-11-11T04:33:17.497Z,-14.1846,-72.8541,85.92,4.2,mb,,121,4.457,0.88,us,us7000ft4t,2021-11-11T05:09:21.040Z,"17 km NE of Sabaino, Peru",earthquake,6.9,19.2,0.186,8,reviewed,us,us
2021-11-11T05:26:10.600Z,31.2338333,-115.912,11.12,3.27,ml,8,214,0.1915,0.13,ci,ci39854223,2021-11-11T14:25:53.638Z,"82km SE of Maneadero, B.C., MX",earthquake,0.59,0.87,0.116,41,reviewed,ci,ci
2021-11-11T05:54:55.857Z,39.5898,-98.485,10,2.8,mb_lg,,70,1.178,0.41,us,us7000ft54,2021-11-11T06:23:09.040Z,"9 km NNW of Cawker City, Kansas",earthquake,2.6,2,0.052,101,reviewed,us,us
2021-11-11T06:13:30.845Z,39.629,-98.5198,10,2.6,mb_lg,,72,1.214,0.38,us,us7000ft55,2021-11-11T06:35:09.040Z,"14 km N of Downs, Kansas",earthquake,2.5,1.8,0.066,59,reviewed,us,us
2021-11-11T06:34:51.817Z,51.1653,178.9971,32.33,4.7,mb,,204,0.815,0.95,us,us7000ft5d,2021-11-11T16:34:24.841Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.1,8.6,0.035,239,reviewed,us,us
2021-11-11T06:35:19.146Z,-30.1866,-176.5598,10,5,mb,,237,1.499,0.36,us,us7000ft5a,2021-11-11T06:56:51.040Z,"Kermadec Islands region",earthquake,14.9,2,0.124,28,reviewed,us,us
2021-11-11T07:48:58.099Z,-38.6119,176.1293,120.49,4.1,mb,,120,0.666,0.82,us,us7000ft5s,2021-11-11T09:38:11.564Z,"8 km NNE of Taupo, New Zealand",earthquake,5.6,7.6,0.262,7,reviewed,us,us
2021-11-11T09:00:07.584Z,-39.2634,-75.0376,10,4.2,mb,,166,1.389,0.84,us,us7000ft65,2021-11-11T10:59:42.040Z,"154 km WNW of Corral, Chile",earthquake,9.1,1.9,0.187,8,reviewed,us,us
2021-11-11T09:43:36.738Z,-2.6811,-79.4648,10,3.9,mb,,175,2.166,0.83,us,us7000ft6j,2021-11-11T21:48:06.305Z,"17 km E of Naranjal, Ecuador",earthquake,7.9,2,0.23,5,reviewed,us,us
2021-11-11T10:06:20.367Z,43.6789,-127.3425,10,3.8,mb,,194,2.389,0.97,us,us7000ft6a,2021-11-11T11:08:42.040Z,"245 km WNW of Bandon, Oregon",earthquake,10,2,0.228,5,reviewed,us,us
2021-11-11T10:20:46.388Z,55.424,-156.8579,33.1,2.7,ml,,,,0.59,ak,ak021eh4d5pj,2021-11-12T06:16:27.040Z,"136 km SE of Chignik, Alaska",earthquake,,39,,,reviewed,ak,ak
2021-11-11T11:08:00.736Z,32.1194458,-102.1578458,7.703247069999999,2.7,ml,17,57,0.01281127941,0.1,tx,tx2021wcnz,2021-11-11T16:57:26.853Z,"15 km NNW of Midland, Texas",earthquake,0.67683956,1.41793346,0.2,10,reviewed,tx,tx
2021-11-11T11:47:05.269Z,31.66404537,-104.3471714,6.645727539,3.1,ml,28,60,0.1169267559,0.3,tx,tx2021wcph,2021-11-11T16:53:32.081Z,"56 km S of Whites City, New Mexico",earthquake,1.13868948,1.404051878,0.2,18,reviewed,tx,tx
2021-11-11T13:21:40.610Z,63.7984,-20.074,10,5.1,mb,,116,1.098,1.37,us,us7000ft83,2021-11-12T06:57:43.040Z,"40 km NNE of Vestmannaeyjar, Iceland",earthquake,7.4,1.9,0.084,46,reviewed,us,us
2021-11-11T13:35:29.560Z,40.3666649,-124.2300034,25.52,2.86,md,15,100,0.06095,0.06,nc,nc73651530,2021-11-11T16:50:20.040Z,"7km NE of Petrolia, CA",earthquake,0.59,0.83,0.07,16,automatic,nc,nc
2021-11-11T14:18:19.824Z,-4.9976,152.9604,60.26,4.6,mb,,121,1.128,1,us,us7000ft9m,2021-11-11T16:47:02.040Z,"105 km SE of Kokopo, Papua New Guinea",earthquake,10.6,7.5,0.077,50,reviewed,us,us
2021-11-11T14:56:04.580Z,18.575,-66.0863,69,2.75,md,9,218,0.6099,0.27,pr,pr2021315006,2021-11-11T17:22:56.274Z,"12 km N of San Juan, Puerto Rico",earthquake,2.13,1.74,0.04,3,reviewed,pr,pr
2021-11-11T15:05:05.840Z,38.8391685,-122.7503357,-0.17,3.28,ml,61,31,0.01758,0.42,nc,nc73651550,2021-11-12T18:43:44.040Z,"3km NW of Cobb, CA",earthquake,0.4,1.03,0.324,19,automatic,nc,nc
2021-11-11T15:06:59.340Z,18.5126,-65.5513,92,3.41,md,15,219,0.3381,0.16,pr,pr2021315007,2021-11-13T14:37:27.040Z,"23 km NNE of Fajardo, Puerto Rico",earthquake,1.47,0.82,0.03,9,reviewed,pr,pr
2021-11-11T18:19:25.084Z,-6.6027,108.105,164.41,4.2,mb,,120,0.966,0.65,us,us7000ftav,2021-11-12T17:58:28.040Z,"22 km NW of Jatiwangi, Indonesia",earthquake,9.2,7.2,0.124,18,reviewed,us,us
2021-11-11T18:58:50.858Z,59.641,-153.1198,109.4,3.9,ml,,,,0.51,ak,ak021eh9cns3,2021-11-12T18:31:13.040Z,"57 km ESE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-11-11T19:08:50.780Z,44.3025,-115.2,9.61,2.5,ml,11,87,0.837,0.27,mb,mb80529849,2021-11-12T20:52:56.740Z,"22 km WNW of Stanley, Idaho",earthquake,1.28,2.43,0.223,14,reviewed,mb,mb
2021-11-11T19:15:45.901Z,-29.5454,-179.1115,322.62,4.4,mb,,97,1.077,0.71,us,us7000ftba,2021-11-12T20:08:17.040Z,"Kermadec Islands region",earthquake,17.8,6.7,0.161,11,reviewed,us,us
2021-11-11T19:41:47.529Z,56.6,-148.7464,10,3.1,ml,,254,2.401,0.49,us,us7000ftc6,2021-11-12T20:15:56.040Z,"241 km ESE of Chiniak, Alaska",earthquake,4.2,2,0.051,50,reviewed,us,us
2021-11-11T20:16:20.048Z,44.3203,-115.1587,10,2.7,ml,,86,0.929,0.76,us,us7000ftbq,2021-11-12T18:57:21.040Z,"20 km WNW of Stanley, Idaho",earthquake,2.8,2,0.048,58,reviewed,us,us
2021-11-11T20:53:22.115Z,23.2932,126.3361,10,5,mb,,82,3.26,1.01,us,us7000ftc7,2021-11-11T21:12:45.040Z,"197 km SSE of Hirara, Japan",earthquake,7,1.8,0.051,122,reviewed,us,us
2021-11-11T21:42:30.870Z,32.2896,49.3472,10,4.4,mb,,80,4.133,0.8,us,us7000ftcv,2021-11-13T03:47:30.040Z,"39 km N of Masjed Soleym?n, Iran",earthquake,8,1.7,0.067,65,reviewed,us,us
2021-11-11T22:06:48.492Z,33.8602,141.8549,10,4.5,mb,,116,1.86,1.07,us,us7000ftd4,2021-11-13T04:49:43.040Z,"200 km SE of Katsuura, Japan",earthquake,4.5,1.9,0.145,14,reviewed,us,us
2021-11-12T00:00:28.619Z,51.6021,-178.4943,17.71,3.8,mb,,207,0.291,0.57,us,us7000ftex,2021-11-12T02:30:43.040Z,"132 km WSW of Adak, Alaska",earthquake,3.7,6.1,0.228,5,reviewed,us,us
2021-11-12T00:06:54.396Z,61.551,-146.4622,20,2.9,ml,,,,0.83,ak,ak021eilv2iy,2021-11-12T00:32:18.040Z,"47 km N of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-12T00:32:13.855Z,-21.6281,-66.7844,230.66,4.5,mb,,130,1.844,0.89,us,us7000fte6,2021-11-12T01:12:58.040Z,"96 km SW of Atocha, Bolivia",earthquake,9.9,10.5,0.191,8,reviewed,us,us
2021-11-12T00:33:13.380Z,19.207,-155.435,33.73,3.32,ml,57,133,,0.11,hv,hv72792252,2021-11-12T21:03:11.002Z,"4 km E of P?hala, Hawaii",earthquake,0.37,0.43,0.159179523922969,40,reviewed,hv,hv
2021-11-12T00:34:16.811Z,-26.5632,-13.6867,10,5.7,mww,,45,12.883,0.8,us,us7000ftdy,2021-11-13T00:36:59.881Z,"",earthquake,10.2,1.8,0.098,10,reviewed,us,us
2021-11-12T01:39:13.910Z,19.2386,-67.4576,43,3.25,md,7,234,1.136,0.23,pr,pr2021316001,2021-11-12T08:28:52.334Z,"90 km NNW of San Antonio, Puerto Rico",earthquake,1.62,9.97,0,1,reviewed,pr,pr
2021-11-12T01:50:56.264Z,28.1529,105.2446,10,4.7,mb,,30,6.905,0.69,us,us7000ftet,2021-11-12T02:07:03.040Z,"Sichuan-Guizhou border region, China",earthquake,9.9,1.9,0.073,57,reviewed,us,us
2021-11-12T02:13:51.168Z,35.6389,140.215,63.54,4.6,mb,,105,1.857,0.66,us,us7000ftew,2021-11-13T00:41:59.602Z,"4 km ESE of Yotsukaid?, Japan",earthquake,7,6.9,0.072,58,reviewed,us,us
2021-11-12T02:16:36.966Z,44.3185,-115.1931,19.2,3.2,ml,,63,0.942,0.62,us,us7000ftev,2021-11-12T04:29:49.379Z,"23 km WNW of Stanley, Idaho",earthquake,1.6,9.4,0.031,134,reviewed,us,us
2021-11-12T02:44:16.681Z,62.757,-147.7571,0.8,2.7,ml,,,,0.86,ak,ak021eina015,2021-11-12T02:59:55.040Z,"81 km NW of Lake Louise, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-12T02:53:06.890Z,-58.0318,-25.5869,70.01,5.2,mb,,72,7.151,0.75,us,us7000ftfa,2021-11-12T03:11:19.040Z,"South Sandwich Islands region",earthquake,10.3,7.1,0.059,95,reviewed,us,us
2021-11-12T03:11:16.179Z,35.613,-97.04266667,6.89,2.77,ml,82,35,0,0.14,ok,ok2021wdtu,2021-11-12T17:29:51.107Z,"8 km SSW of Warwick, Oklahoma",earthquake,,0.3,0.18,29,reviewed,ok,ok
2021-11-12T03:12:50.099Z,-58.8728,-25.0681,35,4.6,mb,,90,15.693,0.47,us,us7000ftft,2021-11-12T03:32:50.040Z,"South Sandwich Islands region",earthquake,9.7,1.9,0.116,22,reviewed,us,us
2021-11-12T03:45:55.179Z,35.237,23.1651,10,4.3,mb,,71,1.412,1.27,us,us7000ftg5,2021-11-12T04:01:50.040Z,"47 km W of Palaióchora, Greece",earthquake,6.1,1.9,0.104,26,reviewed,us,us
2021-11-12T04:00:07.670Z,18.0358,-67.6021,52,3.13,md,18,183,0.4919,0.33,pr,pr2021316011,2021-11-12T14:43:42.300Z,"44 km W of Puerto Real, Puerto Rico",earthquake,1.61,1.88,0.12,9,reviewed,pr,pr
2021-11-12T05:09:18.080Z,29.9769,-113.8147,10,4.3,mb,,198,1.384,0.5,us,us7000ftgr,2021-11-12T18:24:02.883Z,"108 km W of La Libertad, Mexico",earthquake,4.9,2,0.154,12,reviewed,us,us
2021-11-12T05:59:16.526Z,-24.5645,-179.7515,508.24,4.2,mb,,122,4.956,0.97,us,us7000ftgx,2021-11-12T06:36:51.040Z,"south of the Fiji Islands",earthquake,11,7.6,0.146,13,reviewed,us,us
2021-11-12T06:33:23.137Z,0.1897,98.5197,39.87,4.7,mb,,138,1.454,0.66,us,us7000fth3,2021-11-12T06:48:31.040Z,"155 km SSW of Padangsidempuan, Indonesia",earthquake,7.4,5.9,0.147,14,reviewed,us,us
2021-11-12T06:40:31.336Z,69.9175,-147.6039,10.4,2.8,ml,,,,0.63,ak,ak021eipmwq0,2021-11-12T07:59:22.499Z,"46 km SE of Prudhoe Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-12T06:43:06.187Z,44.3532,-115.2189,11.18,2.5,ml,,62,0.921,0.29,us,us7000fth5,2021-11-12T16:37:27.120Z,"26 km NW of Stanley, Idaho",earthquake,2.4,10.4,0.048,58,reviewed,us,us
2021-11-12T07:40:39.235Z,44.3302,-115.1905,3.36,4,mwr,,63,0.95,0.65,us,us7000fthc,2021-11-13T07:44:24.613Z,"23 km WNW of Stanley, Idaho",earthquake,1.4,5.3,0.052,36,reviewed,us,us
